t,RMSD (Ligand) Rep1,RMSD (Ligand) Rep2,RMSD (Ligand) Rep3,RMSD Pocket Rep1,RMSD Pocket Rep2,RMSD Pocket Rep3,RMSD BB Rep1,RMSD BB Rep2,RMSD BB Rep3,Rgyr Rep1,Rgyr Rep2,Rgyr Rep3
780,2.8267617,3.019467075,2.578319166,1.8702888,1.938313123,1.71276653,2.6675315,2.68970688,2.523465139,20.811792,20.80735982,20.78260467
780.5,2.7196379,2.897426926,2.639445329,1.8105203,2.03129429,1.801695251,2.6467814,2.888033661,2.522327636,20.772181,20.85682606,20.72960968
781,2.7615862,2.893266387,2.735275931,1.764352,1.884320684,1.614331953,2.6086555,2.783577575,2.515024303,20.787573,20.82392812,20.75513973
781.5,2.8290606,3.077757346,2.672341435,1.8703848,1.962098729,1.761246567,2.5828114,2.761570581,2.565705296,20.76956,20.84509103,20.69613
782,2.7457047,2.828355373,2.548115881,1.799273,1.901047089,1.752007167,2.5968726,2.745339625,2.518892226,20.760712,20.88844479,20.80262571
782.5,2.7828634,2.92846557,2.570822219,1.8644031,2.026508431,1.76079832,2.6463268,2.729430873,2.493581162,20.793354,20.90022645,20.73119333
783,2.8757348,2.98698154,2.601583834,1.8248826,1.956510342,1.713007254,2.6448646,2.715072565,2.505769129,20.749491,20.89474437,20.58360233
783.5,2.7786396,3.02012608,2.628885923,1.721874,1.863923001,1.599387924,2.6775336,2.742411718,2.582550271,20.786674,20.84866045,20.77328419
784,2.9095793,3.313523108,2.863116934,1.7294061,1.920555987,1.516184906,2.6469309,2.713229138,2.569799669,20.799414,20.78574305,20.76326357
784.5,2.7207527,2.816780124,2.57159934,1.7108967,1.821439555,1.646808518,2.6908576,2.91047056,2.630845493,20.754774,20.81304695,20.77980389
785,2.7841253,3.043862754,2.567555984,1.7637051,1.84187108,1.699759676,2.621129,2.638917612,2.596058309,20.787477,20.86367963,20.73236106
785.5,2.8348975,3.032392408,2.634501625,1.7707158,1.927502866,1.696192096,2.6128786,2.692580513,2.607986363,20.79258,20.87998921,20.75430834
786,2.7057061,3.077415547,2.577725396,1.8369203,1.964453665,1.729759829,2.6374104,2.772694424,2.446524894,20.822521,20.89234874,20.81659714
786.5,2.641829,2.641893853,2.49520013,1.9452248,2.15767202,1.860627873,2.6859784,2.907879885,2.560576106,20.795221,20.8462829,20.72787358
787,2.7740793,2.900767958,2.618678513,1.7677419,1.918776942,1.602524301,2.6824408,2.783349703,2.726604155,20.78348,20.84473585,20.74950001
787.5,2.6161404,2.866328698,2.393926229,1.7307607,1.898114438,1.699611608,2.6826537,2.845008457,2.634095615,20.839617,20.93634631,20.82551586
788,2.7897925,2.996112492,2.609917834,1.8320903,2.070239682,1.72112313,2.6919954,2.784477793,2.676203184,20.797361,20.82092402,20.84434303
788.5,2.7868562,3.029025337,2.58328851,1.8239913,2.01921048,1.881629073,2.7066884,2.885881288,2.663922584,20.809359,20.93511194,20.77055238
789,2.7531836,2.805609188,2.506713792,1.8466582,1.938439717,1.763805468,2.6982739,2.772047665,2.599914863,20.747309,20.80893792,20.73057036
789.5,2.9120004,3.090589774,2.802704184,1.8487972,2.077930731,1.714902932,2.7422798,2.799172619,2.640787412,20.741587,20.79654443,20.77785961
790,2.7335949,2.88395819,2.568572925,1.8462919,1.983351416,1.777925979,2.7484529,2.995101354,2.691236635,20.700041,20.82480728,20.68933141
790.5,2.7974958,3.187097667,2.650306202,1.8167764,2.02558514,1.714403819,2.7391119,2.894740017,2.699699516,20.724302,20.83101367,20.66854001
791,2.635994,2.872990159,2.454706435,1.897611,2.016158457,1.670461339,2.7662811,2.826142604,2.66872546,20.755991,20.76330136,20.70391534
791.5,2.7227592,2.964025688,2.697435455,1.8295311,2.037736228,1.707205089,2.7437112,2.79271105,2.749243469,20.735849,20.88482009,20.7526177
792,2.8784299,3.061964762,2.6248787,1.800036,2.025182869,1.746529338,2.7367358,2.720581884,2.659981439,20.766729,20.7999784,20.72897441
792.5,2.8690445,3.207699896,2.801456544,1.8746946,2.052345363,1.827938806,2.7280171,2.86392408,2.581880384,20.768862,20.83978143,20.78602639
793,2.7054551,2.922970253,2.566587689,1.7949944,1.9413029,1.798864321,2.7484822,2.804713126,2.810058618,20.744091,20.79051615,20.65835126
793.5,2.749078,2.988057809,2.506964085,1.8920068,2.136359389,1.809958886,2.7205446,2.749125463,2.733222703,20.795528,20.74873502,20.75057348
794,2.6239836,2.753122338,2.53357401,1.8531822,1.948957293,1.757160035,2.6668243,2.674150329,2.677974181,20.829424,20.86722695,20.82657824
794.5,2.6279089,2.913771268,2.525121099,1.7833458,1.940044719,1.758618727,2.6273303,2.626479099,2.479405536,20.80979,20.81668436,20.76162875
795,2.8378365,3.1262164,2.744570689,1.7309934,1.942853645,1.646485708,2.6037357,2.761883343,2.545752442,20.822144,20.86363087,20.77555591
795.5,2.7352684,2.848959146,2.580707966,1.8548111,2.082979934,1.754700083,2.6250629,2.692107614,2.603802508,20.815878,20.90367901,20.78778217
796,2.6861212,2.824045792,2.637109826,1.8711627,1.93093751,1.838164109,2.6445642,2.727806024,2.538417027,20.77179,20.75543172,20.71880288
796.5,2.7188609,2.953505468,2.662598028,1.8674831,1.98632658,1.744721331,2.6428101,2.636333383,2.526615672,20.731842,20.81604554,20.69341045
797,2.8103077,2.99676583,2.711838923,1.8410709,1.978663757,1.763070943,2.6590588,2.749653036,2.606087064,20.768021,20.80954614,20.72995459
797.5,2.8469322,2.968769944,2.590381261,1.7672997,1.836738919,1.690779907,2.7081378,2.760101558,2.61217458,20.783709,20.84397883,20.84197512
798,2.8699584,3.086276614,2.653176724,1.8829471,2.137139973,1.74318234,2.7198274,2.856932079,2.644021715,20.771217,20.84489425,20.71626426
798.5,2.7315838,2.992275431,2.362757916,1.842234,2.050240218,1.752069988,2.6699359,2.777934205,2.766677021,20.75231,20.82214025,20.64803486
799,2.7850323,2.985922383,2.762082615,1.8823258,2.086114439,1.693535722,2.675648,2.794702655,2.454515995,20.743616,20.75708735,20.7421614
799.5,2.7896857,2.952639335,2.655612835,1.8388897,1.994602904,1.823469881,2.7037396,2.700594408,2.569099478,20.800974,20.90020213,20.7783094
800,2.9302299,3.167853862,2.826803766,1.8282651,2.091911878,1.745871724,2.7441673,2.900710047,2.705061547,20.78981,20.82919067,20.78715935
800.5,2.8056335,2.989027738,2.793740971,1.8963773,1.990242891,1.832905574,2.7656815,2.84204996,2.759283612,20.726892,20.82208097,20.65863077
801,2.857466,3.032321216,2.586143903,1.8484998,1.960182895,1.742616739,2.7973926,3.042683603,2.691186402,20.71743,20.81987105,20.69311964
801.5,2.8184702,3.057324362,2.665618241,1.9486743,2.123701303,1.88217577,2.8253245,3.023399585,2.664339161,20.687256,20.75615087,20.63487687
802,2.7522271,3.073223122,2.619585358,1.9002182,1.960356578,1.806241668,2.8532195,3.028598652,2.652274136,20.716957,20.73331697,20.60468554
802.5,2.9135535,3.236789301,2.721359552,1.8616415,2.060407149,1.676777201,2.8531113,2.873160061,2.782980649,20.733902,20.84184696,20.67751333
803,2.8189356,3.041185505,2.725817876,1.8843091,2.063504065,1.728820603,2.8212004,2.86741399,2.738140817,20.72266,20.76535148,20.6672163
803.5,2.7022407,2.883038935,2.454399852,1.8622649,2.063529335,1.761990684,2.77718,2.865364629,2.749848724,20.731867,20.82432642,20.73257769
804,2.6655266,2.873595092,2.523941509,1.8591778,1.97866624,1.726436887,2.759058,2.764604955,2.595026045,20.688274,20.76563925,20.55914551
804.5,2.7636456,2.993022983,2.593392258,1.929107,2.095834822,1.848677422,2.7860353,2.896776383,2.526999586,20.694729,20.71843812,20.72200273
805,2.6519306,2.912397063,2.537134938,1.9736495,2.142230725,1.863834849,2.8144968,2.812687245,2.642604636,20.746197,20.87642261,20.72636144
805.5,2.7962165,2.984336783,2.545450692,1.8854854,2.039843715,1.799399343,2.8036597,2.844234458,2.814236724,20.793736,20.75216704,20.73771163
806,2.8349288,3.037259923,2.658117831,1.8986028,2.051912807,1.795828564,2.884654,2.95918367,2.843794667,20.739862,20.7548517,20.73595653
806.5,2.7761204,3.009186979,2.605201032,1.8698339,2.058846557,1.813798868,2.8480582,2.838436708,2.938488527,20.709934,20.79160532,20.64843294
807,2.7585406,2.878642206,2.647835084,1.8455817,1.999326443,1.672018395,2.8699989,3.024683472,2.744764082,20.679939,20.73548941,20.63055178
807.5,2.8533783,3.05510705,2.646879663,1.9835055,2.176238235,1.929224815,2.8358176,2.842695552,2.605837059,20.673759,20.65926483,20.60328012
808,2.7982271,3.026847035,2.627029267,1.8865557,2.03005704,1.787461559,2.7952392,2.802397667,2.713580437,20.706095,20.71621461,20.70804754
808.5,2.7955089,3.066725554,2.682924548,1.9178524,2.069572877,1.801376893,2.7491143,2.870820194,2.444930231,20.69273,20.76028396,20.64274004
809,2.8245518,3.052551148,2.71789336,1.8306605,2.120824453,1.742863161,2.7473338,2.826834695,2.675030263,20.700922,20.68464519,20.66571307
809.5,2.9224412,3.073527243,2.610778257,1.8280127,1.985449428,1.726541313,2.7688878,2.929550721,2.671702974,20.715933,20.82360528,20.64735378
810,2.7636147,2.862016377,2.646265921,1.9111412,1.965987778,1.828766799,2.790628,2.785387478,2.815293068,20.723545,20.74469212,20.66478377
810.5,2.7994905,2.931029282,2.613010675,1.9407313,2.224716578,1.934748347,2.8201528,2.821710102,2.743074076,20.735638,20.78878923,20.66824509
811,2.8570087,2.93564922,2.67475586,1.8897581,2.096056854,1.717708101,2.8324711,2.909405217,2.710202702,20.726549,20.76590204,20.67706736
811.5,2.8722339,2.969708558,2.688077974,1.8897685,2.010418439,1.816025657,2.8556192,2.767015606,2.75771944,20.732977,20.69234291,20.63634272
812,2.7908154,2.922987573,2.526619309,1.8194373,1.993829096,1.768569523,2.8334088,2.99592952,2.628461919,20.717222,20.83304696,20.63710303
812.5,2.6539953,2.804590797,2.50423152,1.880357,1.99032398,1.707066097,2.7673101,2.838663177,2.707351646,20.752111,20.82245168,20.70655822
813,2.8854716,3.128624541,2.812020721,1.8617291,1.998904827,1.841104792,2.725703,2.957795019,2.626372052,20.762255,20.90972863,20.77102808
813.5,2.8299205,3.00345677,2.626196106,1.8951635,1.940853695,1.791848238,2.7203393,2.928915343,2.524018763,20.716871,20.85857022,20.62675027
814,2.7567973,2.936651876,2.485292116,1.8167014,2.027230358,1.836440401,2.7431395,2.733175957,2.799386614,20.727131,20.73897282,20.69338664
814.5,2.7276528,2.935400889,2.675456877,1.9863069,2.111516376,1.914455952,2.7615306,2.82803597,2.769301673,20.728052,20.7529916,20.62460792
815,2.7505903,2.876923322,2.593647618,1.8886269,2.150521988,1.782841737,2.7899342,2.78128898,2.736176034,20.727882,20.79246293,20.62198342
815.5,2.7521396,2.837949002,2.595136425,2.0266042,2.101425729,1.93332546,2.8613465,3.003208794,2.856482017,20.749214,20.81211371,20.74080018
816,2.7885759,2.926546977,2.604077614,1.8772329,2.135640775,1.828454594,2.8994365,2.959510975,2.857370954,20.766651,20.83433193,20.6875028
816.5,2.8125503,2.915814853,2.708468655,1.8787619,2.004335021,1.831832511,2.9385002,3.112611206,2.822495429,20.776468,20.90532398,20.80785954
817,2.9004831,3.228211773,2.723031524,2.073045,2.268657545,1.942786037,2.9939494,3.057960795,3.053671796,20.734962,20.72432854,20.63887386
817.5,2.8592737,3.185014037,2.694813335,1.9173648,2.046769907,1.819102445,2.9813926,2.934611232,2.873100829,20.704334,20.65522443,20.66683358
818,2.8814518,3.070865592,2.744442083,1.9415821,2.03090201,1.849059542,2.9080253,3.049021136,2.8264223,20.768566,20.81977082,20.71596043
818.5,2.7833049,3.011356,2.93127846,1.9507828,2.039123907,1.801435931,2.897172,2.957380259,2.78354988,20.76803,20.83545186,20.68308141
819,2.8873322,3.216683217,2.671851015,1.9688818,2.080700055,1.84650555,2.8843873,3.044297053,2.740013698,20.698351,20.77038908,20.63586973
819.5,2.7877173,3.109150585,2.544942213,1.985929,2.077806662,1.802190917,2.8868761,2.955929874,2.770583855,20.704098,20.76260418,20.65356833
820,2.7904887,3.079421656,2.679957981,1.9482569,2.204344688,1.902640752,2.9068117,2.952018761,2.768669869,20.720041,20.71237272,20.7624232
820.5,2.8380299,3.103645691,2.66777909,1.987775,2.176320268,1.816759916,2.900543,2.997201681,2.878730006,20.684525,20.72341239,20.58861847
821,2.7892981,3.089423049,2.633347708,1.8965449,2.00797979,1.755742658,2.8980303,3.277218976,2.814028817,20.714605,20.77841144,20.64985976
821.5,2.7775314,2.88610633,2.641297349,1.9801441,2.125665677,1.956606246,2.9114206,2.931674107,2.818105903,20.776926,20.82901344,20.71042217
822,2.7314553,2.760692548,2.570236864,1.9505039,2.141341727,1.806376762,2.9370439,2.972482246,2.912127422,20.769775,20.75399442,20.70366152
822.5,2.8904307,3.018450399,2.862875495,1.9299974,2.049865563,1.782003338,2.9451149,3.015660398,2.827386547,20.724186,20.80971883,20.66144425
823,2.8487048,3.087715502,2.555163217,1.9293177,2.02062042,1.802388803,2.92294,2.967452033,2.831964493,20.686565,20.72145175,20.65580994
823.5,2.8189478,2.939509749,2.635568123,1.8772333,2.142500119,1.818617265,2.9473934,3.061074133,2.90196368,20.685558,20.68860577,20.66937026
824,2.9765892,3.135528733,2.714998624,1.9474056,2.081547842,1.992593553,2.9864399,3.073264256,2.924879699,20.679077,20.6962713,20.64636094
824.5,2.7596946,2.958169856,2.605434772,1.9761577,2.121226205,1.978037811,3.0206735,3.189894387,2.92569421,20.662291,20.64850872,20.65936185
825,2.7825139,2.975718367,2.638090014,1.9946966,2.162879878,1.98504926,3.0384848,2.991757578,2.930400074,20.673883,20.67362981,20.63714281
825.5,2.9067359,3.009511149,2.732024151,1.9762146,2.129464354,1.887297965,2.9841101,3.06030445,3.00420492,20.701897,20.78338745,20.64002848
826,2.9987247,3.177520919,2.848069503,2.0288682,2.177665631,1.989165724,2.9544137,3.03972471,2.892590312,20.695944,20.7380434,20.68844146
826.5,2.7657595,3.040805965,2.480614353,1.9579693,2.223941182,1.748430907,2.9168413,2.945161687,2.780927005,20.713364,20.70686195,20.68157196
827,2.8435011,3.09501685,2.677904403,1.9718667,2.154521903,1.787297692,2.8711643,2.810849933,2.836899272,20.709118,20.75121175,20.60658478
827.5,2.8983779,3.096670897,2.764167101,1.9598215,2.153261182,1.865835021,2.8688841,3.101209197,2.813528423,20.730898,20.73461019,20.66774428
828,2.8829114,3.064619755,2.745767991,1.9346195,2.067779188,1.768397233,2.8387735,2.917496954,2.756866269,20.714828,20.64567525,20.65707868
828.5,2.9290879,3.257238751,2.906237915,1.9761915,2.161935688,1.845590145,2.8726106,2.833446735,2.817989736,20.741491,20.79261743,20.69945877
829,2.8552506,3.198286288,2.886143606,1.9686536,2.283931999,1.951536755,2.9359879,3.048315325,2.941887627,20.794735,20.80349167,20.76558201
829.5,2.8019307,2.916221999,2.704745619,1.9517422,2.15636275,1.897151669,2.9902666,3.171950216,2.66812334,20.775093,20.75604752,20.72482078
830,2.7457402,2.892873111,2.565590858,2.0056369,2.19325945,1.940954579,2.9801593,3.037679254,3.058305048,20.789276,20.86326908,20.70912883
830.5,2.7323267,2.889156234,2.585652043,1.9138222,2.078139063,1.77197659,2.9816461,3.09162048,2.919574032,20.761253,20.79231638,20.68500808
831,2.7821789,3.031301389,2.631330287,1.8952208,2.145712986,1.869420441,2.9680629,3.061653464,2.768673952,20.75326,20.7952927,20.63348227
831.5,2.7614985,2.958822443,2.654696513,1.9968897,2.211806487,1.808407937,2.9694715,3.088744128,2.768652373,20.757273,20.7803611,20.74397251
832,2.7668183,2.937875135,2.689791064,1.9607267,2.194827653,1.948784484,2.9565415,3.073902207,2.981970476,20.69087,20.7632349,20.6488014
832.5,2.626884,2.955483028,2.406428076,1.988274,1.989153083,1.833138665,2.9301605,3.015562836,2.742786349,20.652464,20.77115616,20.55194756
833,2.646255,2.882323988,2.639906427,1.9842907,2.148471162,1.913387138,2.9757719,2.908141559,3.131427563,20.726927,20.70395807,20.72118681
833.5,2.6002376,2.733222527,2.388541351,1.9347961,2.10172557,1.820483511,3.0105991,2.976481688,3.024323621,20.760818,20.7338432,20.69426317
834,2.5695388,2.769445445,2.465767512,2.0038903,2.210221639,1.848768767,3.0239739,3.228659249,2.972149065,20.7321,20.79773552,20.69072911
834.5,2.6960869,2.884761937,2.484492131,1.9794427,2.116703481,1.896907645,3.0391271,3.295462031,2.955299706,20.765562,20.8488216,20.68901973
835,2.7592416,3.082955278,2.539253728,2.0042245,2.168631807,1.951686466,3.0161974,3.202295893,2.955489905,20.724829,20.80843157,20.66865921
835.5,2.5502174,2.602323861,2.38211105,1.9609858,2.128049968,1.829185484,2.9981434,3.051721463,2.821627155,20.723207,20.79239748,20.55580623
836,2.5428483,2.737790317,2.413598583,1.9404699,2.078972308,1.812660258,3.0045373,3.194025075,3.038438109,20.746408,20.75475386,20.77907033
836.5,2.6311893,2.844761414,2.447103846,2.0131946,2.122201293,1.911723746,3.0070121,3.117728009,3.06411651,20.783472,20.80894102,20.77358648
837,2.533303,2.825296883,2.286099941,1.9358585,2.072371962,1.893717918,2.9782615,2.981388365,2.943988246,20.747492,20.80593812,20.78099698
837.5,2.6460445,2.845247123,2.382247157,2.016428,2.177601973,1.830419765,2.9513919,3.139157675,2.891833106,20.727243,20.74818257,20.72345995
838,2.5834951,2.842258675,2.495748714,1.908403,1.952480702,1.788426362,2.8712351,2.903942632,2.700931241,20.73259,20.79042056,20.7003789
838.5,2.5557585,2.815801453,2.365476183,1.9613963,1.987359001,1.752404877,2.8767779,2.858624602,2.747273974,20.719513,20.76368075,20.66186342
839,2.6271126,2.68930863,2.390111109,1.8764975,2.080145917,1.801447722,2.8629215,2.929154828,2.750204317,20.762438,20.81647663,20.74206541
839.5,2.6282182,2.78043544,2.628355609,1.9735817,2.103932802,1.827916524,2.9181263,2.976368866,2.807718352,20.753168,20.78767309,20.75330349
840,2.6632347,2.809559957,2.571417647,1.9574074,2.021154544,1.817427826,2.9563694,3.018047027,2.777783299,20.730177,20.73023208,20.73853151
840.5,2.6500883,2.853903378,2.754849149,1.9138212,2.063619806,1.807168019,2.9735744,2.970172701,2.934849066,20.743967,20.71595529,20.70801813
841,2.6731706,2.764154994,2.463915731,1.992663,2.203262866,1.973375486,2.948842,3.116418377,2.905890517,20.717028,20.77347915,20.6724633
841.5,2.7608352,2.988858281,2.633557927,1.9200151,2.107847354,1.827197384,2.9689004,2.993859937,2.929811457,20.745173,20.8032461,20.71534185
842,2.651448,2.820096527,2.464714882,2.0435536,2.149528422,1.94759096,2.9879811,3.258528309,3.000449433,20.75886,20.86331852,20.71259358
842.5,2.6009572,2.81261228,2.420949127,1.9146121,1.959057497,1.721674724,2.9459717,3.056214858,2.990562935,20.753639,20.78415639,20.65225852
843,2.5984538,2.615149118,2.51057825,1.964919,2.201605229,1.839806258,2.9406223,3.21872191,2.879619306,20.713385,20.72091009,20.73947279
843.5,2.6113353,2.830842323,2.591784074,1.9480101,2.034156223,1.893350906,2.93628,2.908871093,2.835425054,20.71611,20.73572926,20.67945147
844,2.5303299,2.74570504,2.397655236,1.9541602,2.094870577,1.849768648,2.9087045,2.94891466,2.964161788,20.6838,20.77536533,20.63814382
844.5,2.6251512,2.70661042,2.459272277,1.9457434,2.087116401,1.853651911,2.9192104,3.041063747,2.870087131,20.674231,20.80192312,20.63382478
845,2.5242889,2.699338707,2.303318665,1.9826976,2.122511326,1.923070132,2.9727387,3.125442475,2.937873609,20.718185,20.75276768,20.72162161
845.5,2.5243804,2.757860606,2.459148892,1.9484879,2.175980802,1.792704027,3.0353091,3.131337954,3.010649194,20.685904,20.76602424,20.60908762
